# Time          4.0000E+01
    Distance         pH
  1.9350E+00    5.0363E+00
  1.9450E+00    5.0367E+00
  1.9550E+00    5.0370E+00
  1.9650E+00    5.0373E+00
  1.9750E+00    5.0377E+00
  1.9850E+00    5.0380E+00
  1.9950E+00    5.0384E+00
  2.0050E+00    5.0387E+00
  2.0150E+00    5.0390E+00
  2.0250E+00    5.0394E+00
  2.0350E+00    5.0398E+00
  2.0450E+00    5.0401E+00
  2.0550E+00    5.0405E+00
  2.0650E+00    5.0408E+00
  2.0750E+00    5.0412E+00
  2.0850E+00    5.0416E+00
  2.0950E+00    5.0419E+00
  2.1050E+00    5.0423E+00
  2.1150E+00    5.0427E+00
  2.1250E+00    5.0431E+00
  2.1350E+00    5.0434E+00
  2.1450E+00    5.0438E+00
  2.1550E+00    5.0442E+00
  2.1650E+00    5.0446E+00
  2.1750E+00    5.0450E+00
  2.1850E+00    5.0454E+00
  2.1950E+00    5.0458E+00
  2.2050E+00    5.0462E+00
  2.2150E+00    5.0466E+00
  2.2250E+00    5.0470E+00
  2.2350E+00    5.0474E+00
  2.2450E+00    5.0478E+00
  2.2550E+00    5.0482E+00
  2.2650E+00    5.0487E+00
  2.2750E+00    5.0491E+00
  2.2850E+00    5.0495E+00
  2.2950E+00    5.0499E+00
  2.3050E+00    5.0504E+00
  2.3150E+00    5.0508E+00
  2.3250E+00    5.0512E+00
  2.3350E+00    5.0517E+00
  2.3450E+00    5.0521E+00
  2.3550E+00    5.0525E+00
  2.3650E+00    5.0530E+00
  2.3750E+00    5.0534E+00
  2.3850E+00    5.0539E+00
  2.3950E+00    5.0543E+00
  2.4050E+00    5.0548E+00
  2.4150E+00    5.0552E+00
  2.4250E+00    5.0557E+00
  2.4350E+00    5.0562E+00
  2.4450E+00    5.0566E+00
  2.4550E+00    5.0571E+00
  2.4650E+00    5.0575E+00
  2.4750E+00    5.0580E+00
  2.4850E+00    5.0585E+00
  2.4950E+00    5.0590E+00
  2.5050E+00    5.0595E+00
  2.5150E+00    5.0599E+00
  2.5250E+00    5.0604E+00
  2.5350E+00    5.0609E+00
  2.5450E+00    5.0614E+00
  2.5550E+00    5.0619E+00
  2.5650E+00    5.0624E+00
  2.5750E+00    5.0629E+00
  2.5850E+00    5.0634E+00
  2.5950E+00    5.0639E+00
  2.6050E+00    5.0644E+00
  2.6150E+00    5.0649E+00
  2.6250E+00    5.0654E+00
  2.6350E+00    5.0659E+00
  2.6450E+00    5.0664E+00
  2.6550E+00    5.0669E+00
  2.6650E+00    5.0675E+00
  2.6750E+00    5.0680E+00
  2.6850E+00    5.0685E+00
  2.6950E+00    5.0690E+00
  2.7050E+00    5.0695E+00
  2.7150E+00    5.0701E+00
  2.7250E+00    5.0706E+00
  2.7350E+00    5.0711E+00
  2.7450E+00    5.0717E+00
  2.7550E+00    5.0722E+00
  2.7650E+00    5.0728E+00
  2.7750E+00    5.0733E+00
  2.7850E+00    5.0739E+00
  2.7950E+00    5.0744E+00
  2.8050E+00    5.0750E+00
  2.8150E+00    5.0755E+00
  2.8250E+00    5.0761E+00
  2.8350E+00    5.0766E+00
  2.8450E+00    5.0772E+00
  2.8550E+00    5.0777E+00
  2.8650E+00    5.0783E+00
  2.8750E+00    5.0789E+00
  2.8850E+00    5.0794E+00
  2.8950E+00    5.0800E+00
  2.9050E+00    5.0806E+00
  2.9150E+00    5.0811E+00
  2.9250E+00    5.0817E+00
  2.9350E+00    5.0823E+00
  2.9450E+00    5.0828E+00
  2.9550E+00    5.0833E+00
  2.9650E+00    5.0838E+00
  2.9750E+00    5.0842E+00
  2.9850E+00    5.0845E+00
  2.9950E+00    5.0848E+00
